"concept","from_var","to_var","from_years","to_years","gap_years","label_from","label_to","label_similarity","codes_equal","drift","drift_detail","name_flag","suggested_status","suggested_comparable","confidence","rationale"
"bmi","_BMI2","_BMI3","2000-2002","2003-2003",1,"Body Mass Index.","BODY MASS INDEX.",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cellsex","CELLSEX2","CELLSEX3","2023-2023","2024-2024",1,"ARE YOU MALE OR FEMALE?","ARE YOU MALE OR FEMALE?",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"chccopd","CHCCOPD","CHCCOPD1","2011-2011","2012-2018",1,"(EVER TOLD) YOU HAVE (COPD) CHRONIC OBST","(EVER TOLD) YOU HAVE (COPD) CHRONIC OBST",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"chccopd","CHCCOPD1","CHCCOPD2","2012-2018","2019-2020",1,"(EVER TOLD) YOU HAVE (COPD) CHRONIC OBST","(EVER TOLD) YOU HAD (COPD) CHRONIC OBSTR",0.56,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"chckdny","CHCKDNY1","CHCKDNY2","2018-2018","2019-2024",1,"(EVER TOLD) YOU HAVE KIDNEY DISEASE?","EVER TOLD YOU HAVE KIDNEY DISEASE?",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cholch","_CHOLCH1","_CHOLCH2","2017-2017","2019-2019",2,"CHOLESTEROL CHECKED CALCULATED VARIABLE","CHOLESTEROL CHECKED CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cholch","_CHOLCH2","_CHOLCH3","2019-2019","2021-2023",2,"CHOLESTEROL CHECKED CALCULATED VARIABLE","CHOLESTEROL CHECKED CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cholchk","CHOLCHK2","CHOLCHK3","2019-2019","2021-2023",2,"HOW LONG SINCE CHOLESTEROL CHECKED","HOW LONG SINCE CHOLESTEROL CHECKED",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cholmed","CHOLMED1","CHOLMED2","2017-2017","2019-2019",2,"CURRENTLY TAKING MEDICINE FOR HIGH CHOLE","CURRENTLY TAKING MEDICINE FOR HIGH CHOLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cholmed","CHOLMED2","CHOLMED3","2019-2019","2021-2023",2,"CURRENTLY TAKING MEDICINE FOR HIGH CHOLE","CURRENTLY TAKING MEDICINE FOR HIGH CHOLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"clnscp","_CLNSCP1","_CLNSCP2","2022-2022","2024-2024",2,"RESPONDENTS AGED 45-75 WHO HAVE HAD A CO","RESPONDENTS AGED 45-75 WHO HAVE HAD A CO",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cprace","_CPRACE","_CPRACE1","2014-2020","2021-2021",1,"PREFERRED CHILD RACE CATEGORIES","PREFERRED CHILD RACE CATEGORIES",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"crcrec","_CRCREC1","_CRCREC2","2020-2020","2022-2022",2,"RESPONDENTS AGED 50-75 WHO HAVE FULLY ME","RESPONDENTS AGED 45-75 WHO HAVE FULLY ME",0.78,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"crcrec","_CRCREC2","_CRCREC3","2022-2022","2024-2024",2,"RESPONDENTS AGED 45-75 WHO HAVE FULLY ME","RESPONDENTS AGED 45-75 WHO HAVE FULLY ME",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"crgvhou","CRGVHOU1","CRGVHOU2","2019-2023","2024-2024",1,"MANAGED HOUSEHOLD TASKS","MANAGED HOUSEHOLD TASKS",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"crgvmst","CRGVMST2","CRGVMST3","2015-2017","2018-2018",1,"WHICH SUPPORT DO YOU MOST NEED THAT YOU","WHICH SUPPORT DO YOU MOST NEED THAT YOU",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"crgvper","CRGVPER1","CRGVPER2","2019-2023","2024-2024",1,"MANAGED PERSONAL CARE","MANAGED PERSONAL CARE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cureci","_CURECI1","_CURECI2","2021-2021","2022-2023",1,"CURRENT E-CIGARETTE USER CALCULATED VARI","CURRENT E-CIGARETTE USER CALCULATED VARI",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cureci","_CURECI2","_CURECI3","2022-2023","2024-2024",1,"CURRENT E-CIGARETTE USER CALCULATED VARI","CURRENT E-CIGARETTE USER CALCULATED VARI",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"cvdinfr","CVDINFR3","CVDINFR4","2005-2006","2007-2024",1,"EVER DIAGNOSED WITH HEART ATTACK","EVER DIAGNOSED WITH HEART ATTACK",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"denvst","_DENVST1","_DENVST2","2006-2010","2012-2016",2,"ADULTS THAT HAVE VISITED A DENTIST, DENT","ADULTS WHO HAVE VISITED A DENTIST, DENTA",0.5,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"denvst","_DENVST2","_DENVST3","2012-2016","2018-2024",2,"ADULTS WHO HAVE VISITED A DENTIST, DENTA","ADULTS WHO HAVE VISITED A DENTIST, DENTA",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"diabage","DIABAGE2","DIABAGE3","2000-2018","2019-2021",1,"AGE WHEN TOLD HAD DIABETES","AGE WHEN TOLD DIABETES",0.8,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"diabage","DIABAGE3","DIABAGE4","2019-2021","2022-2024",1,"AGE WHEN TOLD DIABETES","AGE WHEN FIRST TOLD YOU HAD DIABETES",0.57,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"diabete","DIABETE2","DIABETE3","2004-2010","2011-2018",1,"EVER TOLD BY DOCTOR YOU HAVE DIABETES","(EVER TOLD) YOU HAVE DIABETES",0.71,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"diabete","DIABETE3","DIABETE4","2011-2018","2019-2024",1,"(EVER TOLD) YOU HAVE DIABETES","(EVER TOLD) YOU HAD DIABETES",0.67,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"drnkany","DRNKANY5","DRNKANY6","2011-2021","2022-2024",1,"DRINK ANY ALCOHOLIC BEVERAGES IN PAST 30","DRINK ANY ALCOHOLIC BEVERAGES IN PAST 30",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"drnkdy","_DRNKDY3","_DRNKDY4","2005-2010","2011-2014",1,"COMPUTED NUMBER OF DRINKS OF ALCOHOL BEV","COMPUTED NUMBER OF DRINKS OF ALCOHOL BEV",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"drnkmo","_DRNKMO3","_DRNKMO4","2005-2010","2011-2014",1,"COMPUTED TOTAL NUMBER DRINKS A MONTH","COMPUTED TOTAL NUMBER DRINKS A MONTH",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"drnkwk","_DRNKWK1","_DRNKWK2","2019-2021","2022-2023",1,"COMPUTED NUMBER OF DRINKS OF ALCOHOL BEV","COMPUTED NUMBER OF DRINKS OF ALCOHOL BEV",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"drnkwk","_DRNKWK2","_DRNKWK3","2022-2023","2024-2024",1,"COMPUTED NUMBER OF DRINKS OF ALCOHOL BEV","COMPUTED NUMBER OF DRINKS OF ALCOHOL BEV",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"eyeexam","EYEEXAM","EYEEXAM1","1994-2017","2018-2024",1,"LAST EYE EXAM WHERE PUPILS WERE DILATED","LAST EYE EXAM WHERE PUPILS WERE DILATED",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"fallinj","FALLINJ2","FALLINJ3","2006-2016","2018-2018",2,"INJURED IN FALL","INJURED IN FALL",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"fallinj","FALLINJ3","FALLINJ4","2018-2018","2020-2020",2,"INJURED IN FALL","INJURED IN FALL",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flshot","_FLSHOT3","_FLSHOT4","2005-2009","2010-2010",1,"FLU SHOT CALCULATED VARIABLE","FLU SHOT CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flshot","_FLSHOT4","_FLSHOT5","2010-2010","2011-2012",1,"FLU SHOT CALCULATED VARIABLE","FLU SHOT CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flshot","_FLSHOT5","_FLSHOT6","2011-2012","2013-2018",1,"FLU SHOT CALCULATED VARIABLE","FLU SHOT CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flshot","_FLSHOT6","_FLSHOT7","2013-2018","2019-2024",1,"FLU SHOT CALCULATED VARIABLE","FLU SHOT CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flshtmy","FLSHTMY1","FLSHTMY2","2010-2010","2011-2018",1,"WHEN RECEIVED MOST RECENT SEASONAL FLU S","WHEN RECEIVED MOST RECENT SEASONAL FLU S",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flshtmy","FLSHTMY2","FLSHTMY3","2011-2018","2019-2024",1,"WHEN RECEIVED MOST RECENT SEASONAL FLU S","WHEN RECEIVED MOST RECENT SEASONAL FLU S",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flushch","FLUSHCH1","FLUSHCH2","2009-2009","2010-2012",1,"HAD FLU SHOT PAST 12 MOS","HAD SEASONAL FLU SHOT PAST 12 MOS",0.86,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flushot","FLUSHOT","FLUSHOT2","1987-2003","2004-2004",1,"HAD FLU SHOT IN PAST 12 MONTHS","HAD FLU SHOT IN PAST 12 MONTHS",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flushot","FLUSHOT3","FLUSHOT4","2005-2009","2010-2010",1,"FLU SHOT PAST 12 MOS","SEASONAL FLU SHOT PAST 12 MOS",0.83,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flushot","FLUSHOT4","FLUSHOT5","2010-2010","2011-2012",1,"SEASONAL FLU SHOT PAST 12 MOS","SEASONAL FLU SHOT/SPRAY PAST 12 MOS",0.86,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flushot","FLUSHOT5","FLUSHOT6","2011-2012","2013-2018",1,"SEASONAL FLU SHOT/SPRAY PAST 12 MOS","ADULT FLU SHOT/SPRAY PAST 12 MOS",0.75,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"flushot","FLUSHOT6","FLUSHOT7","2013-2018","2019-2024",1,"ADULT FLU SHOT/SPRAY PAST 12 MOS","ADULT FLU SHOT/SPRAY PAST 12 MOS",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"fluspry","FLUSPRY2","FLUSPRY3","2005-2009","2010-2010",1,"FLU SPRAY PAST 12 MOS","SEASONAL FLU SPRAY PAST 12 MOS",0.83,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"gpwelpr","GPWELPR2","GPWELPR3","2007-2007","2008-2012",1,"HOUSEHOLD PREPARED TO HANDLE LARGE-SCALE","HOUSEHOLD PREPARED TO HANDLE LARGE-SCALE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"hadsigm","HADSIGM3","HADSIGM4","2004-2019","2021-2024",2,"EVER HAD SIGMOIDOSCOPY/COLONOSCOPY","EVER HAD SIGMOIDOSCOPY/COLONOSCOPY",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"harehab","HAREHAB","HAREHAB1","2005-2007","2009-2017",2,"OUTPATIENT REHAB AFTER HEART ATTACK HOSP","OUTPATIENT REHAB AFTER HEART ATTACK HOSP",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"hivrisk","HIVRISK2","HIVRISK3","2002-2010","2011-2012",1,"DO ANY HIGH RISK SITUATIONS APPLY","DO ANY HIGH RISK SITUATIONS APPLY",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"hivrisk","HIVRISK4","HIVRISK5","2016-2016","2017-2024",1,"DO ANY HIGH RISK SITUATIONS APPLY","DO ANY HIGH RISK SITUATIONS APPLY",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"hivtst","HIVTST3","HIVTST4","2001-2003","2004-2004",1,"EVER TSTD FOR HIV OTHR THAN BLOOD DONATN","EVER TSTD FOR HIV OTHR THAN BLOOD DONATN",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"hivtst","HIVTST5","HIVTST6","2005-2010","2011-2018",1,"EVER TESTED HIV","EVER TESTED HIV",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"hivtstd","HIVTSTD2","HIVTSTD3","2002-2010","2011-2024",1,"MONTH AND YEAR OF LAST HIV TEST","MONTH AND YEAR OF LAST HIV TEST",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"hlthpl","_HLTHPL1","_HLTHPL2","2023-2023","2024-2024",1,"HAVE ANY HEALTH INSURANCE","HAVE ANY HEALTH INSURANCE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"hpvadvc","HPVADVC","HPVADVC2","2008-2009","2010-2018",1,"EVER HAD THE HPV VACCINATION?","EVER HAD THE HPV VACCINATION?",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"htin","HTIN3","HTIN4","2004-2010","2011-2024",1,"COMPUTED HEIGHT IN INCHES","COMPUTED HEIGHT IN INCHES",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"htm","HTM","HTM2","2001-2002","2003-2003",1,"Reported height in meters.","REPORTED HEIGHT IN METERS.",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"htm","HTM3","HTM4","2004-2010","2011-2024",1,"COMPUTED HEIGHT IN METERS","COMPUTED HEIGHT IN METERS",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"ipvphyv","IPVPHYV1","IPVPHYV2","2006-2006","2007-2007",1,"SEX PARTNER EVER ATTEMPTED VIOLENCE","SEX PARTNER EVER ATTEMPTED VIOLENCE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"joinpai","JOINPAI1","JOINPAI2","2017-2017","2019-2023",2,"HOW BAD WAS JOINT PAIN","HOW BAD WAS JOINT PAIN",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"landsex","LANDSEX2","LANDSEX3","2023-2023","2024-2024",1,"ARE YOU MALE OR FEMALE?","ARE YOU MALE OR FEMALE?",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"lastsmk","LASTSMK1","LASTSMK2","2009-2010","2011-2024",1,"INTERVAL SINCE LAST SMOKED","INTERVAL SINCE LAST SMOKED",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"lmtact","_LMTACT1","_LMTACT2","2013-2017","2019-2019",2,"LIMITED USUAL ACTIVITIES","LIMITED USUAL ACTIVITIES",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"lmtact","_LMTACT2","_LMTACT3","2019-2019","2021-2021",2,"LIMITED USUAL ACTIVITIES","LIMITED USUAL ACTIVITIES",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"lmtjoin","LMTJOIN2","LMTJOIN3","2002-2009","2011-2023",2,"LIMITED BECAUSE OF JOINT SYMPTOMS","LIMITED BECAUSE OF JOINT SYMPTOMS",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"lmtwrk","_LMTWRK1","_LMTWRK2","2013-2017","2019-2019",2,"LIMITED WORK ACTIVITIES","LIMITED WORK ACTIVITIES",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"lmtwrk","_LMTWRK2","_LMTWRK3","2019-2019","2021-2021",2,"LIMITED WORK ACTIVITIES","LIMITED WORK ACTIVITIES",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"nobcuse","NOBCUSE6","NOBCUSE7","2017-2017","2019-2019",2,"WHAT WAS MAIN REASON FOR NOT DOING ANYTH","WHAT WAS MAIN REASON FOR NOT DOING ANYTH",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"numhhol","NUMHHOL2","NUMHHOL3","2001-2017","2018-2021",1,"HOUSEHOLD TELEPHONES","HOUSEHOLD TELEPHONES",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"numhhol","NUMHHOL3","NUMHHOL4","2018-2021","2022-2024",1,"HOUSEHOLD TELEPHONES","HOUSEHOLD LANDLINE TELEPHONES",0.67,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"numphon","NUMPHON3","NUMPHON4","2018-2021","2022-2024",1,"RESIDENTIAL PHONES","RESIDENTIAL LANDLINE PHONES",0.67,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"paindx","_PAINDX1","_PAINDX2","2013-2017","2019-2019",2,"PHYSICAL ACTIVITY INDEX","PHYSICAL ACTIVITY INDEX",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"parec","_PAREC","_PAREC1","2011-2011","2013-2017",2,"AEROBIC AND STRENGTHENING GUIDELINE","AEROBIC AND STRENGTHENING GUIDELINE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"parec","_PAREC1","_PAREC2","2013-2017","2019-2019",2,"AEROBIC AND STRENGTHENING GUIDELINE","AEROBIC AND STRENGTHENING GUIDELINE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"pastae","_PASTAE1","_PASTAE2","2013-2017","2019-2019",2,"AEROBIC AND STRENGTHENING (2-LEVEL)","AEROBIC AND STRENGTHENING (2-LEVEL)",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"pcpsaad","PCPSAAD1","PCPSAAD2","2012-2012","2013-2016",1,"HAS A HEALTH PROFESSIONAL EVER TALKED WI","HAS A HEALTH PROFESSIONAL EVER TALKED WI",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"pcpsaad","PCPSAAD2","PCPSAAD3","2013-2016","2018-2020",2,"HAS A HEALTH PROFESSIONAL EVER TALKED WI","HAS A HEALTH PROFESSIONAL EVER TALKED WI",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"pcstalk","PCSTALK1","PCSTALK2","2022-2022","2023-2024",1,"DID YOU TALK ABOUT THE ADVANTAGES OR DIS","DID YOU TALK ABOUT THE ADVANTAGES OR DIS",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"pneumo","_PNEUMO2","_PNEUMO3","2005-2017","2018-2024",1,"PNEUMONIA VACCINATION CALCULATED VARIABL","PNEUMONIA VACCINATION CALCULATED VARIABL",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"pneuvac","PNEUVAC3","PNEUVAC4","2005-2017","2018-2024",1,"PNEUMONIA SHOT EVER","PNEUMONIA SHOT EVER",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"prediab","PREDIAB1","PREDIAB2","2009-2021","2022-2024",1,"EVER BEEN TOLD YOU HAVE PRE-DIABETES OR","EVER BEEN TOLD YOU HAVE PRE-DIABETES OR",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"primins","PRIMINS1","PRIMINS2","2023-2023","2024-2024",1,"WHAT IS CURRENT PRIMARY SOURCE OF HEALTH","WHAT IS YOUR CURRENT PRIMARY SOURCE OF H",0.62,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"psatest","PSATEST","PSATEST1","2001-2010","2011-2024",1,"EVER HAD PSA TEST","EVER HAD PSA TEST",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"psatime","PSATIME","PSATIME1","2001-2020","2021-2024",1,"TIME SINCE LAST PSA TEST","TIME SINCE MOST RECENT PSA TEST",0.57,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfbing","_RFBING3","_RFBING4","2005-2005","2006-2010",1,"BINGE DRINKING CALCULATED VARIABLE","BINGE DRINKING CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfbing","_RFBING4","_RFBING5","2006-2010","2011-2021",1,"BINGE DRINKING CALCULATED VARIABLE","BINGE DRINKING CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfbing","_RFBING5","_RFBING6","2011-2021","2022-2024",1,"BINGE DRINKING CALCULATED VARIABLE","BINGE DRINKING CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfbmi","_RFBMI4","_RFBMI5","2004-2010","2011-2024",1,"OVERWEIGHT OR OBESE CALCULATED VARIABLE","OVERWEIGHT OR OBESE CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfchol","_RFCHOL","_RFCHOL1","1990-2015","2017-2017",2,"HIGH CHOLESTEROL CALCULATED VARIABLE","HIGH CHOLESTEROL CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfchol","_RFCHOL1","_RFCHOL2","2017-2017","2019-2019",2,"HIGH CHOLESTEROL CALCULATED VARIABLE","HIGH CHOLESTEROL CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfchol","_RFCHOL2","_RFCHOL3","2019-2019","2021-2023",2,"HIGH CHOLESTEROL CALCULATED VARIABLE","HIGH CHOLESTEROL CALCULATED VARIABLE",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfdrhv","_RFDRHV3","_RFDRHV4","2005-2010","2011-2014",1,"HEAVY ALCOHOL CONSUMPTION  CALCULATED VA","HEAVY ALCOHOL CONSUMPTION  CALCULATED VA",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfdrhv","_RFDRHV4","_RFDRHV5","2011-2014","2015-2017",1,"HEAVY ALCOHOL CONSUMPTION  CALCULATED VA","HEAVY ALCOHOL CONSUMPTION  CALCULATED VA",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfdrhv","_RFDRHV5","_RFDRHV6","2015-2017","2018-2018",1,"HEAVY ALCOHOL CONSUMPTION  CALCULATED VA","HEAVY ALCOHOL CONSUMPTION  CALCULATED VA",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfdrhv","_RFDRHV6","_RFDRHV7","2018-2018","2019-2021",1,"HEAVY ALCOHOL CONSUMPTION  CALCULATED VA","HEAVY ALCOHOL CONSUMPTION  CALCULATED VA",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfdrhv","_RFDRHV7","_RFDRHV8","2019-2021","2022-2023",1,"HEAVY ALCOHOL CONSUMPTION  CALCULATED VA","HEAVY ALCOHOL CONSUMPTION  CALCULATED VA",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfdrhv","_RFDRHV8","_RFDRHV9","2022-2023","2024-2024",1,"HEAVY ALCOHOL CONSUMPTION  CALCULATED VA","HEAVY ALCOHOL CONSUMPTION  CALCULATED VA",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfdrmn","_RFDRMN3","_RFDRMN4","2005-2010","2011-2014",1,"ADULT MEN HEAVY ALCOHOL CONSUMPTION CALC","ADULT MEN HEAVY ALCOHOL CONSUMPTION CALC",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
"rfdrwm","_RFDRWM3","_RFDRWM4","2005-2010","2011-2014",1,"ADULT WOMEN HEAVY ALCOHOL CONSUMPTION CA","ADULT WOMEN HEAVY ALCOHOL CONSUMPTION CA",1,TRUE,"none","","","verified?","TRUE","high","codes and answer labels identical; check question wording in the codebook if the estimate matters"
